580774	[sound:580774.mp3]	I'm a man.
241003	[sound:241003.mp3]	Think about it.
3374177	[sound:3374177.mp3]	I lied about it.
2235698	[sound:2235698.mp3]	Forget about Tom.
2549643	[sound:2549643.mp3]	I'm about done.
33483	[sound:33483.mp3]	I'm about ready.
16491	[sound:16491.mp3]	How about you?
2871763	[sound:2871763.mp3]	How about a hug?
1358780	[sound:1358780.mp3]	How about Friday?
43098	[sound:43098.mp3]	That's all.
2241010	[sound:2241010.mp3]	We all die.
322610	[sound:322610.mp3]	All is well.
2247905	[sound:2247905.mp3]	I'm all set.
262358	[sound:262358.mp3]	I also went.
5975697	[sound:5975697.mp3]	I also did that.
2245192	[sound:2245192.mp3]	Come and see.
2029931	[sound:2029931.mp3]	Do as I say.
17188	[sound:17188.mp3]	Do as you like.
1546061	[sound:1546061.mp3]	I work as a teacher.
5472116	[sound:5472116.mp3]	We did it as a team.
2423004	[sound:2423004.mp3]	I'm as old as you.
6872932	[sound:6872932.mp3]	I'm as rich as Tom.
2648643	[sound:2648643.mp3]	We agree as well.
404046	[sound:404046.mp3]	I'm at home.
2247930	[sound:2247930.mp3]	I'm at work.
7021201	[sound:7021201.mp3]	I'm at Tom's.
591205	[sound:591205.mp3]	Stay at home.
2240807	[sound:2240807.mp3]	We're at war.
3154682	[sound:3154682.mp3]	We eat at six.
1937402	[sound:1937402.mp3]	Look at that!
71962	[sound:71962.mp3]	He shot at me.
262412	[sound:262412.mp3]	Look at me.
1891024	[sound:1891024.mp3]	I'm mad at you.
5840514	[sound:5840514.mp3]	I smiled at Tom.
1501	[sound:1501.mp3]	It can't be!
2247676	[sound:2247676.mp3]	I'll be OK.
390924	[sound:390924.mp3]	Don't be shy.
1096441	[sound:1096441.mp3]	I'll be back.
1890867	[sound:1890867.mp3]	I'll be fine.
1890869	[sound:1890869.mp3]	I'll be here.
2249389	[sound:2249389.mp3]	Just be calm.
1641530	[sound:1641530.mp3]	Don't be evil.
2300619	[sound:2300619.mp3]	I can be good.
2247679	[sound:2247679.mp3]	I'll be quick.
1023210	[sound:1023210.mp3]	That can't be.
2007923	[sound:2007923.mp3]	Let's be safe.
282402	[sound:282402.mp3]	Don't be silly.
2387090	[sound:2387090.mp3]	I may be right.
1740523	[sound:1740523.mp3]	I may be wrong.
3724830	[sound:3724830.mp3]	I must be calm.
2247648	[sound:2247648.mp3]	I'd be careful.
2247648	[sound:2247648.mp3]	I'd be careful.
2247650	[sound:2247650.mp3]	I'd be grateful.
42096	[sound:42096.mp3]	It may be true.
2262206	[sound:2262206.mp3]	It must be Tom.
2248964	[sound:2248964.mp3]	It'll be funny.
2248972	[sound:2248972.mp3]	It'll be ready.
2007910	[sound:2007910.mp3]	Let's be brave.
1615177	[sound:1615177.mp3]	Let's be happy.
2249393	[sound:2249393.mp3]	Just be strong.
4397571	[sound:4397571.mp3]	That'd be cool.
3312953	[sound:3312953.mp3]	We may be late.
3731897	[sound:3731897.mp3]	Can I be honest?
2255340	[sound:2255340.mp3]	You'll be free.
2387211	[sound:2387211.mp3]	I might be back.
3178616	[sound:3178616.mp3]	It must be done.
3178613	[sound:3178613.mp3]	It must be hard.
302334	[sound:302334.mp3]	He is old.
371409	[sound:371409.mp3]	He is ill.
2203136	[sound:2203136.mp3]	Tom is OK.
2236731	[sound:2236731.mp3]	Tom is in.
2202600	[sound:2202600.mp3]	Tom is back.
3428635	[sound:3428635.mp3]	Life is good.
2233709	[sound:2233709.mp3]	This is mine.
2233711	[sound:2233711.mp3]	This is nice.
2233713	[sound:2233713.mp3]	This is nuts.
1349952	[sound:1349952.mp3]	It's me!
456175	[sound:456175.mp3]	It's 3:30.
2123583	[sound:2123583.mp3]	It's right.
2123579	[sound:2123579.mp3]	It's scary.
2203693	[sound:2203693.mp3]	What's good?
2549803	[sound:2549803.mp3]	What's next?
50984	[sound:50984.mp3]	Who's there?
2203308	[sound:2203308.mp3]	We're sad.
2242978	[sound:2242978.mp3]	They're fat.
2202690	[sound:2202690.mp3]	You're cool.
4368269	[sound:4368269.mp3]	You're very shy.
2242972	[sound:2242972.mp3]	They're children.
2243651	[sound:2243651.mp3]	They're not real.
433544	[sound:433544.mp3]	This is true.
392210	[sound:392210.mp3]	What is this?
2240332	[sound:2240332.mp3]	Where is Tom?
871554	[sound:871554.mp3]	Who is there?
2248736	[sound:2248736.mp3]	It isn't easy.
1868130	[sound:1868130.mp3]	Tom isn't dead.
2236959	[sound:2236959.mp3]	Tom isn't done.
2236968	[sound:2236968.mp3]	Tom isn't funny.
2549240	[sound:2549240.mp3]	Tom isn't hungry.
1862	[sound:1862.mp3]	It is raining.
311854	[sound:311854.mp3]	She is crying.
1476284	[sound:1476284.mp3]	She is talking.
1689909	[sound:1689909.mp3]	I do it because I have to.
6348166	[sound:6348166.mp3]	I can't do that, because I'm busy.
5055683	[sound:5055683.mp3]	I came because of Tom.
3618710	[sound:3618710.mp3]	Tom is here because of me.
491398	[sound:491398.mp3]	I like Tom because he's honest.
6666325	[sound:6666325.mp3]	I got into trouble because of Tom.
388616	[sound:388616.mp3]	I do it because I want to.
2047593	[sound:2047593.mp3]	But I was careful.
887550	[sound:887550.mp3]	She was kissed by him.
6812214	[sound:6812214.mp3]	I was beaten by Tom.
2329612	[sound:2329612.mp3]	I got hit by a car.
6033420	[sound:6033420.mp3]	I got hit by a girl.
5938387	[sound:5938387.mp3]	I was invited by Tom.
2249967	[sound:2249967.mp3]	Sit by me.
2280254	[sound:2280254.mp3]	A car went by.
2238760	[sound:2238760.mp3]	Tom stopped by.
1542761	[sound:1542761.mp3]	I'm by your side.
2474288	[sound:2474288.mp3]	Tom passed by me.
2300215	[sound:2300215.mp3]	I came by bus.
41748	[sound:41748.mp3]	Send it by mail.
5651623	[sound:5651623.mp3]	I'll go by plane.
5157788	[sound:5157788.mp3]	I lead by example.
287646	[sound:287646.mp3]	I know him by name.
2548717	[sound:2548717.mp3]	I'm here by choice.
279685	[sound:279685.mp3]	We'll decide by voting.
303476	[sound:303476.mp3]	He lives by begging.
5858500	[sound:5858500.mp3]	I came by myself.
2675568	[sound:2675568.mp3]	I live by myself.
2395	[sound:2395.mp3]	We left by train.
327656	[sound:327656.mp3]	Do it by yourself.
2549085	[sound:2549085.mp3]	I'm all by myself.
2648354	[sound:2648354.mp3]	Tom is by himself.
4498221	[sound:4498221.mp3]	Tom ate by himself.
72406	[sound:72406.mp3]	Come home by 6:30.
2548796	[sound:2548796.mp3]	I'll come by later.
2547865	[sound:2547865.mp3]	I'll be back by then.
3311982	[sound:3311982.mp3]	We'll come by tonight.
2245195	[sound:2245195.mp3]	Come by tomorrow.
6532423	[sound:6532423.mp3]	Be here by 2:30.
1173661	[sound:1173661.mp3]	I can run.
1951439	[sound:1951439.mp3]	I can't cook.
1023210	[sound:1023210.mp3]	That can't be.
2798328	[sound:2798328.mp3]	Do what you can.
2301253	[sound:2301253.mp3]	I can help them.
5828685	[sound:5828685.mp3]	I'll come.
1495915	[sound:1495915.mp3]	Did Tom come?
427920	[sound:427920.mp3]	Can I come in?
2243252	[sound:2243252.mp3]	They may come.
5851782	[sound:5851782.mp3]	I may not come.
3735286	[sound:3735286.mp3]	Let me come, too.
2245661	[sound:2245661.mp3]	I could try.
2245659	[sound:2245659.mp3]	I could help.
2245662	[sound:2245662.mp3]	I could walk.
2308081	[sound:2308081.mp3]	I could do that.
3722996	[sound:3722996.mp3]	I could use one.
2250099	[sound:2250099.mp3]	That could work.
2561173	[sound:2561173.mp3]	What could I do?
2254710	[sound:2254710.mp3]	Who could forget?
3151553	[sound:3151553.mp3]	Give me a day.
2163054	[sound:2163054.mp3]	Enjoy your day.
5682372	[sound:5682372.mp3]	I work all day.
3326719	[sound:3326719.mp3]	Have a good day.
5850604	[sound:5850604.mp3]	I had a bad day.
261849	[sound:261849.mp3]	I run every day.
4401053	[sound:4401053.mp3]	I slept all day.
2571096	[sound:2571096.mp3]	It's not my day.
953356	[sound:953356.mp3]	How was your day?
2331590	[sound:2331590.mp3]	I had a hard day.
1887924	[sound:1887924.mp3]	I was in all day.
433663	[sound:433663.mp3]	It's a clear day.
5000006	[sound:5000006.mp3]	We had a fun day.
327373	[sound:327373.mp3]	I was out all day.
2464841	[sound:2464841.mp3]	There's a day left.
6196261	[sound:6196261.mp3]	I do that.
433474	[sound:433474.mp3]	I'll do it.
431271	[sound:431271.mp3]	Just do it.
1110626	[sound:1110626.mp3]	Don't do it!
5828935	[sound:5828935.mp3]	I did do it.
1115731	[sound:1115731.mp3]	Let's do it!
2549796	[sound:2549796.mp3]	Can we do it?
43101	[sound:43101.mp3]	I do want it.
5186093	[sound:5186093.mp3]	I must do that.
249700	[sound:249700.mp3]	Let me do it.
2453991	[sound:2453991.mp3]	We all do it.
5840511	[sound:5840511.mp3]	I could do it.
5902785	[sound:5902785.mp3]	I may do that.
2649149	[sound:2649149.mp3]	How do we look?
2331777	[sound:2331777.mp3]	I had to do it.
5366319	[sound:5366319.mp3]	I should do it.
2271706	[sound:2271706.mp3]	I didn't do much.
2291827	[sound:2291827.mp3]	I always do that.
2308212	[sound:2308212.mp3]	I couldn't do it.
5858701	[sound:5858701.mp3]	I had work to do.
2405852	[sound:2405852.mp3]	I said I'd do it.
5858997	[sound:5858997.mp3]	I tried to do it.
3312738	[sound:3312738.mp3]	We can't do this.
24706	[sound:24706.mp3]	What do you mean?
1013826	[sound:1013826.mp3]	We're even.
2270365	[sound:2270365.mp3]	Don't even try it.
2271713	[sound:2271713.mp3]	I didn't even ask.
5420284	[sound:5420284.mp3]	We might even win.
2548832	[sound:2548832.mp3]	I wasn't even here.
2548695	[sound:2548695.mp3]	I'm not even tired.
2466814	[sound:2466814.mp3]	It's not even true.
4501953	[sound:4501953.mp3]	The score was even.
2270359	[sound:2270359.mp3]	Don't even go there.
2270360	[sound:2270360.mp3]	Don't even think it.
5579385	[sound:5579385.mp3]	I got even with Tom.
2652517	[sound:2652517.mp3]	Nobody even noticed.
1877235	[sound:1877235.mp3]	Tom can't even read.
2275206	[sound:2275206.mp3]	Don't even talk to me.
2275842	[sound:2275842.mp3]	I didn't even see you.
6019	[sound:6019.mp3]	I work even on Sunday.
3312649	[sound:3312649.mp3]	We haven't even tried.
1553503	[sound:1553503.mp3]	Go find Tom.
2235839	[sound:2235839.mp3]	Just find Tom.
425758	[sound:425758.mp3]	I must find it.
2007900	[sound:2007900.mp3]	Let's find Tom.
239285	[sound:239285.mp3]	Can you find it?
3326672	[sound:3326672.mp3]	Did Tom find it?
1887129	[sound:1887129.mp3]	I can't find it.
3818676	[sound:3818676.mp3]	I'll find a way.
2243556	[sound:2243556.mp3]	They'll find me.
3392961	[sound:3392961.mp3]	Help me find Tom.
5858834	[sound:5858834.mp3]	I must find work.
252187	[sound:252187.mp3]	I have to find it.
2011408	[sound:2011408.mp3]	I want to find Tom.
26403	[sound:26403.mp3]	I find swimming fun.
2548412	[sound:2548412.mp3]	I tried to find Tom.
2359718	[sound:2359718.mp3]	I've got to find it.
3439536	[sound:3439536.mp3]	We'd better find it.
2375799	[sound:2375799.mp3]	I knew you'd find me.
5109615	[sound:5109615.mp3]	Tom was easy to find.
2376450	[sound:2376450.mp3]	I know where to find Tom.
2545566	[sound:2545566.mp3]	I was hoping to find you.
3374744	[sound:3374744.mp3]	It's up to us to find it.
6656255	[sound:6656255.mp3]	Tom asked me to find you.
66748	[sound:66748.mp3]	You were lucky to find it.
1894549	[sound:1894549.mp3]	Let's find out.
2215669	[sound:2215669.mp3]	Tom will find out.
5178390	[sound:5178390.mp3]	Let's find out why.
2250268	[sound:2250268.mp3]	Tom won't find out.
1615173	[sound:1615173.mp3]	We'll soon find out.
3821691	[sound:3821691.mp3]	Let's find a way out.
3748293	[sound:3748293.mp3]	No one will find out.
3342806	[sound:3342806.mp3]	You'll soon find out.
3343220	[sound:3343220.mp3]	Do you want to find out?
2375837	[sound:2375837.mp3]	I know a way to find out.
2202863	[sound:2202863.mp3]	I'm first.
2244889	[sound:2244889.mp3]	Am I first?
2123499	[sound:2123499.mp3]	Who's first?
17945	[sound:17945.mp3]	You go first.
2768617	[sound:2768617.mp3]	He came first.
5853255	[sound:5853255.mp3]	I spoke first.
1934909	[sound:1934909.mp3]	I saw it first.
5850924	[sound:5850924.mp3]	I arrived first.
1265404	[sound:1265404.mp3]	Let's eat first.
2049744	[sound:2049744.mp3]	Read this first.
4498687	[sound:4498687.mp3]	I finished first.
2329614	[sound:2329614.mp3]	I got home first.
1617812	[sound:1617812.mp3]	I was here first.
245523	[sound:245523.mp3]	It's April first.
5860702	[sound:5860702.mp3]	I'm first in line.
3387139	[sound:3387139.mp3]	First things first.
4502977	[sound:4502977.mp3]	It worked at first.
24867	[sound:24867.mp3]	What for?
4394847	[sound:4394847.mp3]	Go for it.
2247998	[sound:2247998.mp3]	I'm for it.
1640968	[sound:1640968.mp3]	Run for it!
2235642	[sound:2235642.mp3]	Ask for Tom.
1116995	[sound:1116995.mp3]	Cook for me.
2230764	[sound:2230764.mp3]	Go for help.
2549812	[sound:2549812.mp3]	It's for me.
2549811	[sound:2549811.mp3]	It's for us.
2249823	[sound:2249823.mp3]	Pray for me.
2484926	[sound:2484926.mp3]	Vote for me!
2253852	[sound:2253852.mp3]	Wait for me.
2245243	[sound:2245243.mp3]	Cover for me.
2649241	[sound:2649241.mp3]	Do it for me.
325869	[sound:325869.mp3]	Good for you.
325869	[sound:325869.mp3]	Good for you.
2247999	[sound:2247999.mp3]	I'm for that.
2549770	[sound:2549770.mp3]	Is it for me?
6028939	[sound:6028939.mp3]	Do it for Tom.
2326201	[sound:2326201.mp3]	I fell for it.
5840371	[sound:5840371.mp3]	I paid for it.
322838	[sound:322838.mp3]	It's for free.
2249078	[sound:2249078.mp3]	It's for sale.
3706972	[sound:3706972.mp3]	Go look for it.
2649152	[sound:2649152.mp3]	Hold it for me.
853161	[sound:853161.mp3]	I came for you.
17448	[sound:17448.mp3]	I feel for you.
5840538	[sound:5840538.mp3]	I sang for Tom.
2262002	[sound:2262002.mp3]	I work for Tom.
2549635	[sound:2549635.mp3]	I'm OK for now.
275702	[sound:275702.mp3]	I'm all for it.
2250005	[sound:2250005.mp3]	Stay for lunch.
5852648	[sound:5852648.mp3]	I'm from here.
2254577	[sound:2254577.mp3]	Where's it from?
1651036	[sound:1651036.mp3]	Get away from me.
2261954	[sound:2261954.mp3]	I heard from Tom.
25539	[sound:25539.mp3]	Keep away from me.
3184886	[sound:3184886.mp3]	Stay away from it.
2548964	[sound:2548964.mp3]	Tom stole from me.
5578775	[sound:5578775.mp3]	It's far from here.
370703	[sound:370703.mp3]	Where are you from?
51042	[sound:51042.mp3]	Get down from there.
3415357	[sound:3415357.mp3]	Get it away from me.
289485	[sound:289485.mp3]	He is far from rich.
24986	[sound:24986.mp3]	What's it made from?
4135264	[sound:4135264.mp3]	I ran away from home.
73243	[sound:73243.mp3]	Count from one to ten.
3150857	[sound:3150857.mp3]	Can I buy that from you?
2275268	[sound:2275268.mp3]	Don't look away from me.
1885969	[sound:1885969.mp3]	Have you heard from Tom?
4501954	[sound:4501954.mp3]	We started from scratch.
310224	[sound:310224.mp3]	She works from nine.
1556843	[sound:1556843.mp3]	Be more careful from now on.
5216314	[sound:5216314.mp3]	I'm avoiding Tom from now on.
1972634	[sound:1972634.mp3]	Go get it.
2247731	[sound:2247731.mp3]	I'll get ice.
2245198	[sound:2245198.mp3]	Come get some.
2230765	[sound:2230765.mp3]	Go get coffee.
2007919	[sound:2007919.mp3]	Let's get one.
2247730	[sound:2247730.mp3]	I'll get help.
2549650	[sound:2549650.mp3]	I'll get a cab.
1852263	[sound:1852263.mp3]	Let me get Tom.
2869909	[sound:2869909.mp3]	Go get your car.
3725519	[sound:3725519.mp3]	I can get us in.
2549530	[sound:2549530.mp3]	I'll get my bag.
5797549	[sound:5797549.mp3]	Can we get a dog?
4097542	[sound:4097542.mp3]	Can you get that?
2271726	[sound:2271726.mp3]	I didn't get one.
2007861	[sound:2007861.mp3]	Let's get coffee.
4887852	[sound:4887852.mp3]	How much do I get?
2271725	[sound:2271725.mp3]	I didn't get much.
2329569	[sound:2329569.mp3]	I get good grades.
3374663	[sound:3374663.mp3]	I get what I want.
2549110	[sound:2549110.mp3]	I'll get it later.
1890902	[sound:1890902.mp3]	I'll get the book.
5858794	[sound:5858794.mp3]	I didn't get hurt.
4498111	[sound:4498111.mp3]	Do they get paid?
2271727	[sound:2271727.mp3]	I didn't get shot.
433667	[sound:433667.mp3]	Don't get fat.
2245337	[sound:2245337.mp3]	Don't get mad.
2247733	[sound:2247733.mp3]	I'll get lost.
1839427	[sound:1839427.mp3]	Go get changed.
2248983	[sound:2248983.mp3]	It'll get fixed.
2255362	[sound:2255362.mp3]	You'll get fired.
1670744	[sound:1670744.mp3]	Don't get excited.
2245338	[sound:2245338.mp3]	Don't get married.
442919	[sound:442919.mp3]	Let's get started.
2245335	[sound:2245335.mp3]	Don't get involved.
1140075	[sound:1140075.mp3]	Let's get divorced.
2007797	[sound:2007797.mp3]	Let's get prepared.
28138	[sound:28138.mp3]	Please get dressed.
1723833	[sound:1723833.mp3]	Don't get me started.
2249531	[sound:2249531.mp3]	Let's get together.
4498044	[sound:4498044.mp3]	It does get easier.
2881846	[sound:2881846.mp3]	Can we get closer?
4498086	[sound:4498086.mp3]	Did we get better?
2255360	[sound:2255360.mp3]	You'll get better.
5471576	[sound:5471576.mp3]	It'll get warmer soon.
2387630	[sound:2387630.mp3]	I need to get to bed.
2387632	[sound:2387632.mp3]	I need to get to work.
3170963	[sound:3170963.mp3]	You should get home.
2360491	[sound:2360491.mp3]	I have to get to Tom.
2387630	[sound:2387630.mp3]	I need to get to bed.
3171017	[sound:3171017.mp3]	We'll get to that.
2547276	[sound:2547276.mp3]	I'll get to the point.
2360488	[sound:2360488.mp3]	I have to get to class.
3636054	[sound:3636054.mp3]	Don't get on this train.
6003900	[sound:6003900.mp3]	I didn't get on the plane.
35367	[sound:35367.mp3]	Let's get on the bus.
2735453	[sound:2735453.mp3]	Tell her which bus to get on.
2549649	[sound:2549649.mp3]	I'll get on it.
2953159	[sound:2953159.mp3]	Just get on with it.
2249672	[sound:2249672.mp3]	Now get going.
2249675	[sound:2249675.mp3]	Now get moving.
1587267	[sound:1587267.mp3]	I must get going.
2547878	[sound:2547878.mp3]	I'd better get going.
2007416	[sound:2007416.mp3]	Let's get this thing working.
2249414	[sound:2249414.mp3]	Just get back.
2405816	[sound:2405816.mp3]	I said get back!
1841643	[sound:1841643.mp3]	I'll get back to you.
1860693	[sound:1860693.mp3]	Just get back to work.
2544281	[sound:2544281.mp3]	I'll get right back to you.
3329581	[sound:3329581.mp3]	Can I get back to you on that?
3740651	[sound:3740651.mp3]	I'll get it back.
5081931	[sound:5081931.mp3]	Can I get my money back?
3328190	[sound:3328190.mp3]	Can I get my phone back?
2387628	[sound:2387628.mp3]	I need to get them back.
3370690	[sound:3370690.mp3]	I hope I can get my old job back.
1691393	[sound:1691393.mp3]	I get it.
1555502	[sound:1555502.mp3]	Do you get me?
1886155	[sound:1886155.mp3]	Did you get it?
38392	[sound:38392.mp3]	I don't get it.
1209936	[sound:1209936.mp3]	I get the idea.
1841720	[sound:1841720.mp3]	Don't you get it?
2247739	[sound:2247739.mp3]	I'll get up.
2405820	[sound:2405820.mp3]	I said get up!
321577	[sound:321577.mp3]	I get up at six.
424888	[sound:424888.mp3]	When do you get up?
3170966	[sound:3170966.mp3]	You need to get up.
3170886	[sound:3170886.mp3]	You'd better get up.
2249673	[sound:2249673.mp3]	Now get in.
268373	[sound:268373.mp3]	Please get in.
2891257	[sound:2891257.mp3]	How can we get in?
2275217	[sound:2275217.mp3]	Don't get in my way.
2417	[sound:2417.mp3]	I managed to get in.
2869913	[sound:2869913.mp3]	Just get in the car.
1994493	[sound:1994493.mp3]	Did you get in trouble?
3130267	[sound:3130267.mp3]	How did you get inside?
450001	[sound:450001.mp3]	Please get into the car.
2249676	[sound:2249676.mp3]	Now get out.
2405819	[sound:2405819.mp3]	I said get out!
5889784	[sound:5889784.mp3]	I told you to get out.
2891781	[sound:2891781.mp3]	Now get out of my way.
2281774	[sound:2281774.mp3]	We don't get out much.
2891780	[sound:2891780.mp3]	Now get out of my room.
2549351	[sound:2549351.mp3]	I'll get over it.
3393266	[sound:3393266.mp3]	Just get over here.
1951665	[sound:1951665.mp3]	I can't get over you.
2765359	[sound:2765359.mp3]	I can't get over my cold.
3356399	[sound:3356399.mp3]	You need to get over here.
1224536	[sound:1224536.mp3]	I get off here.
2860741	[sound:2860741.mp3]	Where do I get off?
3575490	[sound:3575490.mp3]	Hey, get off my bike.
35431	[sound:35431.mp3]	Let's get off the bus.
2329571	[sound:2329571.mp3]	I get off work at 2:30.
1860692	[sound:1860692.mp3]	Just get off the stage.
4014874	[sound:4014874.mp3]	Please get off my land.
2549105	[sound:2549105.mp3]	I'll give it back.
2280390	[sound:2280390.mp3]	Now give me that.
